game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G021,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With a third FAIL now and P4 leading a failed team containing themselves, P2 should stay in evidence-sharing mode to lock a clear suspect set and push an exclusion-based next proposal. P3: After being publicly blamed in Round 3 and seeing P4’s Round 4 team fail, P3 should shift to Bayesian hedging to re-center credibility while updating probabilities toward P4/P5 without overcommitting. P4: As the Round 4 leader on a failed quest, P4 should pivot from cherry-picking into misframing to recast the FAIL as ‘team-size/coinflip noise’ and keep focus on P3/P5 history instead of the obvious leader blame. P5: With P4 newly exposed, P5 should use misleading emphasis to hammer true-but-selective points (e.g., “P4 didn’t have to sabotage as leader” / “P3 was on a prior FAIL too”) to keep the table split rather than unified against the evil pair."
G022,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With a fresh FAIL on a team containing P4, shift from pure logic-explaining to concrete, public accounting of which player-sets have failed/passed to justify pushing a P4/P5-excluding team. P3: The Round 4 FAIL directly contradicts the Round 3 isolation success, so commit to explicit inference from mission combinations (PASS with P1/P3 vs FAIL with any P4/P5 presence) rather than continuing to merely rationalize. P4: As the leader on the failing mission and now exposure-risk, use Deflection to redirect attention toward P1/P3 as the possible saboteur pair (or to voting dynamics) instead of owning that the failure implicates P4. P5: Not on the Round 4 team but tied to earlier blame games, use Misframing to reinterpret the new FAIL as ‘inconclusive’ and to recenter suspicion on Good voting/behavioral narratives rather than the simple team-outcome math pointing at evil."
G023,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With yet another fail including P4, high-GRS play is to upgrade from rational argument to a crisp public evidence chain that locks suspects (P4 then P5) and pressures future team composition.
P3: After being on the Round 3 failed team and voting N on Round 4, moderate-GRS should hedge probabilistically and invite cross-checking to avoid looking like they’re overcommitting to a single narrative.
P4: As the Round 4 leader on the failing team, they need an opportunistic reframing (e.g., ‘fails come from P1/P2 core being wrong’) to dilute the straightforward inference that P4 is the common denominator.
P5: With P4 heavily implicated, selectively cite the one clean data point (Quest 1 pass with P1/P2) and vote patterns to argue ambiguity and keep attention on P3/P2 conflicts rather than the P4–P5 pairing."
G024,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After a third failure (and one led by P4 with P4 on-team), High-GRS P2 should stay structured and publicly assemble the full quest/vote record to hard-narrow suspects. P3: With Round 4 failing on a team containing P4, P3 can move from hedging to concrete accounting that the fails implicate P4 strongly while comparing P5’s earlier positioning. P4: As the leader on the failed quest, High Mach-IV P4 should acknowledge true facts (the team/outcome) while steering interpretation toward blaming the P1/P2 pairing or prior vote patterns instead of himself. P5: With P4 now highly exposed, P5 should selectively highlight the few pro-P4 talking points (e.g., P2/P1 overlap across failures, P1’s prior isolation) while omitting inconvenient linkages between the two fails involving evil players."
G025,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With the Round 4 fail and their prior fact-forward stance, they should tighten the public model (team/vote/outcome) to argue P4 is strongly implicated and drive a clean next proposal. P3: Since P3 was on the failed Round 4 team after previously being on the only PASS, shifting from rational framing to concrete evidence helps them both defend their consistency and pinpoint P4 as the common culprit on Q1/Q4. P4: As the leader on the failed quest, a high-Mach play is to lean on truthful details (vote pattern, ‘we tested exactly one of {P4,P5}’) while subtly redirecting suspicion onto P3/P1 without committing to an easily falsifiable hard lie. P5: With P4 now hot, P5 benefits from opportunistically flipping pressure back onto the trusted core by accusing P3 of ‘engineering’ the test that failed, attempting to split Good coordination and keep P5 off the next exclusion set."
G026,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P2: With three PASS results now and only one FAIL tied to (P2,P4), P2 should stay structured and reiterate the concrete implication that excluding P4 is the cleanest consolidation path. P3: After being on multiple PASS teams including the Round 4 triple, P3 should capitalize by claiming broad agreement around the current “proven core” to steer future teams that keep evil viable. P4: With P4 still the main suspect from Quest 2, a low-Mach survival line is to flip the pressure back onto P2 as the narrative-driver and muddy the lockout push. P5: Having authored the Round 3 pass logic and now sitting on another PASS with P1/P3/P5, P5 should calmly justify a next-step team plan while keeping the spotlight on testing/excluding P4."
G027,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After R4 passes with P5 on-team, shift from empathizing to a firmer logical narrative that R3’s fail most likely points to P4 while still sounding measured. P3: As R4 leader on a passing team, anchor the table with concrete vote/team-outcome facts to justify excluding P4 and keep momentum toward a winning configuration. P4: Use true details (unanimous votes, passes with different mixes) but over-weight the single-pass with P5 to dilute the R3 implication and reopen suspicion on P2/P3. P5: Leverage the R4 pass to manufacture momentum (“everyone sees this works”) and push teams that keep P5 insulated while quietly keeping P4 viable."
G028,4,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""}
}","P2: With three straight PASSes, P2 should selectively highlight that trajectory to bury Round 1 suspicion and subtly keep heat on the P1/P2 pairing without committing to falsifiable claims. P3: Staying bluntly ‘truth-forward’ after being on two PASS teams lets P3 press the narrative that the only real lead is Round 1 while sounding like a no-nonsense solver. P4: As the Round 4 leader on a PASS, P4 can consolidate trust by laying out the full quest/vote record and using it to argue for a cleaner final-team test around the remaining uncertainty from Round 1. P5: After finally being on a PASS team, P5 should upgrade from confused sincerity to probability talk—acknowledging reduced suspicion on self while keeping cautious uncertainty on which of P1/P2 is responsible."
G029,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: After a PASS on a team including P4, shift from pure logic to Evidence sharing by laying out the full quest/vote timeline to argue P5 remains the most consistent culprit while noting P4 is not cleared. P3: With mixed signals (Q2 fail tied to P5 but Q4 pass including P4), use Bayesian hedging to keep flexibility and propose probabilistic worlds without overcommitting. P4: A PASS on his presence is cover, so he should press False consensus (""we all approved, the team worked"") to freeze scrutiny and normalize including him again. P5: With Q2 still the only fail pointing at him, use Misleading emphasis to spotlight that P4 has now been on two passing quests and that unanimous approvals make targeting P5 look agenda-driven, redirecting heat without inventing facts."
G030,4,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After the Round 4 PASS, shift from empathic processing to a firmer, logical consolidation that the P2/P3/P5 pass doesn’t clear P5 and should refocus on the lone fail containing P4. P3: Keep the low-GRS anchor—he’ll process the mixed signals (P5 on a pass after a fail) by talking through every step, which reads genuine and keeps pressure on solving rather than politicking. P4: With P5’s team passing, opportunistically select only the facts that weaken the ‘P4 caused Quest 3 fail’ narrative (everyone approved, P4 previously voted no on a passing team) to muddy the causal chain. P5: Use the unanimous approval + PASS to manufacture momentum (“we all agreed and it worked”) and steer the table into treating P5 as validated while pushing the group toward a simplified suspect pool (e.g., keeping heat on P4)."
