game_id,round_id,role_id,llm_alignment,player_roles,public_history,prior_summary_gold,discussion_log,matrix_tactic_scale
G021,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P4
 Team: P1, P2, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: FAIL",,"Discussion after Quest 4:

P4: ""Let’s not pretend this was some clean ‘P4 poisoned it’ story—P1 approved me twice and both times it failed, which is exactly what happens when the same hidden saboteur keeps getting onto my teams. Q2 is still the only pass, and it happened when P1 was off it, so my final call is P1 and P3 are the two Evil.""

P5: ""Concrete point: P3 has now touched two fails (Q3 with me and that was leader-picked, and the table spiraled from there), and P1 is the only name on both of P4’s failed runs. The cleanest two-person evil set consistent with the big failures is P1 + P3.""

P2: ""Public record: Q1 (P1,P4) failed, Q2 (P2,P3,P5) passed, Q3 (P3,P5) failed, Q4 (P1,P2,P4) failed; the only way to get three fails with those teams is that the Evil pair is P4 and P5. P4 is on two different failed quests, and P5 is the only player who can explain Q2 passing for cover and then Q3 failing with P3.""

P3: ""My probability read stays: P4 is extremely likely Evil because Q1 and Q4 both fail with him present, and the second Evil is more likely P5 than P1 because Q3 fails on a two-person team with P5 and me right after Q2 used P5 as the ‘clean’ shield. So my final two are P4 and P5, with a small residual doubt only because Q2 passed with P5 on it.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}"
G022,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P4
 Team: P1, P3, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: FAIL",,"Discussion after Quest 4:

P4: ""Funny how every time P1 is on the team, we get a fail somewhere in the story—Round 1 fail with me, Round 3 pass with P3, and now this fail with me again. If you’re looking for the consistent variable across the whole game, it’s not me or P5, it’s P1; my final call is P1 and P5 as Evil.""

P5: ""People are going to overreact to ‘P4 led and it failed’ like that’s automatically an admission, but leadership doesn’t submit the cards—team composition does. The pattern that matters is P1 being present on two of the three fails and also being the only person who tanked the Round 2 proposal with a No vote; my final read is P1 and P4.""

P2: ""Facts only: Quest 1 failed on P1/P4, Quest 2 failed on P2/P3/P5, Quest 3 passed on P1/P3, and Quest 4 failed on P1/P3/P4—so P4 is on two fails, P5 is on the other fail, and P1/P3 together produced the only pass. My final accusation is P4 and P5 as the two Evil players.""

P3: ""Round 3’s P1/P3 pass is the cleanest data point we got, and both failures that included me also included P4, while the failure that didn’t include me had P5 on it. Put together, that points straight to P4 as the Quest 1/4 saboteur and P5 as the Quest 2 saboteur; my final is P4 and P5.""

","{
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""}
}"
G023,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P4
 Team: P1, P2, P4
 Votes: P1:Y P2:Y P3:N P4:Y P5:Y
 Quest 4 Outcome: FAIL",,"Discussion after Quest 4:

P4: ""People are acting like Quest 4 ‘proves’ something about me, but the real pattern is leadership: Quest 2 failed on P2’s pick and Quest 3 failed on P3’s pick. My final read is the spies are P2 and P3, using ‘I know I’m good’ logic to chain-frame whoever’s next to them.""

P5: ""If you only look at results, P3 has been on a failed quest team twice (Quest 3 with me, and he was driving the accusation train after Quest 2), while P2’s team also produced the first fail. So my two evils are P2 and P3—P4 getting blamed is just because he’s the easy constant people point at.""

P3: ""I’m not 100% because double-fail lines are noisy, but I’m like 80/20 that P4 is evil: Quest 1 (P1,P2) passed, then the only change in Quest 2 was adding P4 and it failed, and now Quest 4 includes P4 again and fails. Given that, the second evil is most likely P5 from Quest 3’s fail with me, even if there’s a small chance it’s a weird P2 world.""

P2: ""Hard evidence: Quest 1 with (P1,P2) passed; Quest 2 with (P1,P2,P4) failed; Quest 4 with (P1,P2,P4) failed again—P4 is the only repeated new variable across those fails. Separately, Quest 3 was (P3,P5) and failed, and since I’m good and P3 has been consistent with the data, the only pair that explains all three fails is P4 and P5.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
G024,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P4
 Team: P1, P2, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: FAIL",,"Discussion after Quest 4:

P4: ""This last fail is exactly why I’ve been saying P1 is the common thread—Round 1 fails with me, Round 4 fails with me, and P1 is present for both. My final call is P1 and P3 as the two evils: P3’s Round 3 ‘I passed’ speech is unverifiable, and it conveniently keeps heat off P1.""

P5: ""If you zoom out, the only consistent pattern is P1 rejecting the Round 2 team that passed and then ending up on yet another failed team tonight, so I’m not moving off P1. For the second evil, I’d take P3 over P4 because P3 is literally on the other fail and has been steering the blame onto me since Round 3.""

P2: ""The cleanest evidence is team outcomes: Round 2 (P2, P3, P5) passed, so that trio can’t contain both evils; meanwhile the only players who appear on two different failed quests are P4 (Rounds 1 and 4) and P1 (Rounds 1 and 4). Since P1 is good to me by behavior and because P4 has driven the anti-P1 narrative from the start while always voting yes on every team, my final two evils are P4 and P5.""

P3: ""We have three fails total, and P4 is on two of them and was the leader who put himself on the final team that failed—those are the highest-suspicion facts on the board. My final answer is P4 and P5: P5’s Round 2 pass reads like cover, then he’s on the Round 3 fail with me and immediately tries to make it about P1’s approval votes instead of who actually could submit a fail.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
G025,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P4
 Team: P1, P3, P4
 Votes: P1:Y P2:N P3:Y P4:Y P5:Y
 Quest 4 Outcome: FAIL",,"Discussion after Quest 4:

P4: ""Quest 4 failed with {P1,P3,me} after Quest 3 passed with {P1,P3}, so the one new variable is me—that’s the only clean takeaway I think we can all agree on. But the reason I’m still not auto-locking myself as evil is Round 2: P2/P3/P5 failed and P2 pushed it through while P1 was the only no, so my final call is P2 and P5 as the pair.""

P5: ""Funny how P4 can say ‘the only new variable is me’ and still somehow land on P2/P5—this is exactly the kind of story-twisting that’s been happening since Round 1. My final read is P4 plus P3: P3 looks ‘cleared’ only because they hid behind P1 on the one pass, but they were on both Round 2 and Round 4 fails.""

P2: ""Record check: R1 team {P1,P4} failed, R2 team {P2,P3,P5} failed, R3 team {P1,P3} passed, R4 team {P1,P3,P4} failed—so P4 is on 2 of 3 fails and is the sole change between the confirmed-pass core and the final fail. My final accusation is P4 and P5: they are the only two who can jointly explain all three fails without contradicting the one data point we have that actually passed.""

P3: ""The only pass all game is exactly {P1,P3}, and both teams that added a single extra player to that baseline are informative: add P4 in Round 4 and it fails, while we never saw that baseline plus P5 but we did see P5 on the Round 2 fail. Final: P4 is mechanically implicated by Round 4’s delta, and P5 is implicated by being on Round 2 plus how hard they’re trying to reframe ‘P1+P3 pass’ as meaningless—my two evils are P4 and P5.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
G026,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 4
 Leader: P1
 Team: P1, P3, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: PASS",,"Discussion after Quest 4:

P3: ""Okay, I think we can all agree the pattern is pretty clear: the only quest that failed was the one P4 and P2 were on together, and every time we’ve had a clean-looking pair like me/P5 or P1/me/P5 it’s passed. My final call is P2 and P4 are the two evils, because that’s the one combination that actually explains the single fail without inventing stories.""

P4: ""That’s convenient—P3 gets to sound reasonable while dragging me, but I’m not buying it: P2 has been driving the ‘lock out P4’ campaign since Round 2 and using ‘I’m good’ as a shield. My final read is P2 and P5 are evil; they set up the narrative after the Round 2 fail and then used two-pass quests to launder P5 and keep heat off P2.""

P2: ""Public record only: Quest 2 failed on (P1,P2,P4), so the saboteur is either me or P4; every other quest passed with teams that include P3 twice (Rounds 1 and 4) and exclude P4 (Round 3). If I’m good—as I am—the fail pins to P4, and the remaining evil is most consistent with P3 because he’s repeatedly pushed ‘don’t tunnel P4’ and tried to keep the table split on P2-vs-P4 while staying on passing teams."" 

P5: ""I’m ending where I started after Round 3: a pass with P3 didn’t clear him, it just meant he chose not to spend a fail, and Round 4 passing with P1/P3/me fits the same story of controlled restraint. My final accusation is P3 and P4—P4 is the only clean explanation for the Quest 2 fail if P2 is telling the truth, and P3’s consistent framing to keep P4 viable reads like partner cover rather than neutral analysis.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}"
G027,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P3
 Team: P1, P3, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: PASS",,"Discussion after Quest 4:

P4: ""Quest 4 passing with P5 on it is the most important fact on the table, because it directly clashes with the easy narrative that P5 is ‘locked evil’—evil doesn’t usually volunteer clean passes when they can close. For me the through-line is still Round 3: P2 put me on a two-person team, it failed, and then we immediately got a clean with a totally different mix, so my final call is P2 and P3 as the pair hiding in plain sight.""

P5: ""I think most of us are basically on the same page that the ‘obvious’ read after Round 3 was a trap, because the only thing it proved was one of P2/P4, and people just defaulted to blaming the non-core guy. My final two are P2 for driving that bad team and P4 for spending the whole game trying to make every piece of evidence sound like it points everywhere at once.""

P3: ""I’m keeping it simple: the only failed quest was Round 3 and the team was P2 and P4, so at least one of them is evil, period. Then look at Round 2—P4 was the lone no vote on P1/P2/P3 and it passed—so I’m naming P4 first, and the second is P5 because he’s been the loudest about protecting the ‘proven pass pattern’ while quietly steering suspicion onto P2.

P2: ""My final read is P4 and P5: Round 2 gave us a clean P1/P2/P3 baseline, and the only person who tried to undermine what that meant was P4 with the solo no and the ‘don’t trust yes-voters’ spin. Round 3 failing on me/P4 is exactly what evil wants because it muddies me, and then Round 4 conveniently passes with P5 on it, which is classic cover to keep P5 looking ‘confirmed’ from Round 1.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
G028,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Evil"",
  ""P4"":""Good"",
  ""P5"":""Good""}","Round: 4
 Leader: P4
 Team: P3, P4, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: PASS",,"Discussion after Quest 4:

P3: ""Three straight passes with overlapping teams means the only concrete fail is still Quest 1, and that fail only had P1 and P2 on it. If P1’s serious about reading the table, the cleanest answer is P2 plus whichever of P4/P5 has been quietly steering votes without ever taking heat—my money’s on P5.""

P2: ""People keep acting like Quest 1 is the whole game, but since then every team with me on it has passed, including the full three-person Quest 2. So for my final call: I think the two evils are P1 and P5—P1 for the only fail we can actually point to, and P5 for pushing ‘don’t send P2’ while staying safely off the first mess.""

P4: ""Evidence-wise: Quest 1 failed on P1/P2; Quest 2 passed with P2/P3/P4; Quest 3 passed with P3/P4; Quest 4 passed with P3/P4/P5—so P3 is on every successful quest and P2 is the only player who was on the lone fail without being cleared by exclusion. My final names are P2 and P3 as Evil, with the passes explained by them choosing not to sabotage to avoid detection.""

P5: ""I’m like 70/30 that one evil is P2 because the only fail literally includes them, and the ‘but I passed later’ defense is exactly what you do when you got caught early. For the second I’m less sure, but given P3’s been on all three passes and keeps trying to turn it into ‘P5 is steering,’ I land on P3 over P4—so my final pick is P2 and P3.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""}
}"
G029,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P2
 Team: P2, P3, P4
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: PASS",,"Discussion after Quest 4:

P5: ""Everyone’s going to pat themselves on the back because it passed, but don’t let that erase the only real red flag all game: Quest 2 failed on P1/P2/me, and P2 has been steering blame onto me since the moment it happened."" 

P4: ""Yeah, and I think we all kind of agree the weird throughline is P2’s certainty—unanimous votes every round and yet P2 somehow always has a neat villain list ready."" 

P2: ""Here are the facts: the only FAIL is Quest 2, and the only overlapping player between the FAIL team (P1,P2,P5) and a later confirmed PASS three-person team is P2—yet both Quest 3 (P1,P3) and Quest 4 (P2,P3,P4) passed, making P3 extremely likely Good and showing P4 did not sabotage when given the chance."" 

P3: ""I’m still not 100%, but my posterior is basically: P5 is the most likely evil from being on the only failed quest plus the way they keep trying to make ‘unanimous voting’ sound incriminating, and the second slot is more likely P4 than P2 because P4’s been consistently shading P2 while avoiding clean, testable commitments. So my final call to P1 is P5 and P4.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}"
G030,4,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 4
 Leader: P5
 Team: P2, P3, P5
 Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
 Quest 4 Outcome: PASS",,"Discussion after Quest 4:

P5: ""Alright, I think we can all agree the cleanest story is P4 plus one of the so-called ‘core’—because Round 4 had me on it and still passed, so ‘P5 always bad’ just doesn’t fit the record. My final call is P4 and P2: P2’s been on every approved team and keeps narrating after the fact to steer where suspicion lands.""

P4: ""If you strip out the emotion and just look at what’s actually happened, the only concrete FAIL in the entire game is the one where I’m paired with the one constant—P1—and then immediately the leader after me puts together P2/P3/P5 and we get a PASS. That pattern points more to P5 as the opportunist who can pass when it suits and to P3 as the ‘always-safe’ passenger; my two evils are P5 and P3.""

P2: ""I’m planting my flag on P4 and P5: Quest 3 fails only with P1/P4, and P1 was on two prior PASS quests, so the most rational read is P4 supplied the FAIL. Then the way P5 spent Round 3 arguing ‘don’t auto-guilt P4’ and now tries to manufacture ‘we all agree’ around a P2 frame feels like coordinated cover rather than deduction.""

P3: ""I know I’m rambling, but I’m just going off the timeline: the only time the game breaks is when P4 shows up next to P1 and suddenly we get a FAIL, and then the very next quest with me/P2/P5 is fine, which makes me think P5 can play nice when it helps. So my final is P4 and P5, and the ‘it must be one of the core’ thing feels like it’s trying to overwrite two straight passes we literally watched happen.","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}"
