game_id,round_id,role_id,llm_alignment,player_roles,public_history,prior_summary_gold,discussion_log,matrix_tactic_scale
G001,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P1
Team: P1, P3
Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P4: ""Look, the undeniable facts are that P1 was on two failed quests, and the first one failed when it was exactly me and P1, so P1 has to be one of the evils.""

P3: ""Exactly, and since P2 spent the whole game aggressively trying to isolate me while completely ignoring P1's fails, my final read is definitely P1 and P2.""

P2: ""I'll admit I was on the second failed team which looks bad, but looking at the actual intersections, P3 was on both Q2 and Q3, and P4 was on Q1, so I'm locking in P3 and P4 as the evils.""

P5: ""Building on that, since P3 is confirmed evil by being the common denominator in Q2 and Q3, P4's immediate, aggressive deflection onto P1 during Q1 perfectly completes the picture of a P3 and P4 evil team.""","{
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G002,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 3
Leader: P1
Team: P1, P4
Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P4: ""The pattern is undeniable at this point; P1 chose to put themselves on the final mission and it failed just like their first one, which means P1 is definitely evil, likely paired with P2 who blindly approved it.""

P5: ""I agree, you simply can't ignore the fact that P1 was on two out of the three failed quests today; based on the voting record, my final read is that P1 and P2 are the evil pair.""

P2: ""You are both conveniently ignoring that P4 was on those exact same two failed missions alongside P1, and P5 was the only unaccounted variable on the second quest; my final read is P4 and P5.""

P3: ""The mechanical overlap leaves no other valid option anyway: P4 is the only possible fail on missions one and three, and P5 is the guaranteed fail on mission two, making P4 and P5 the evil team.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""}
}"
G003,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 3
Leader: P1
Team: P1, P4
Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P5: ""The only undeniable fact here is that P2 and P3 were on my failed Q2 team, and P1 just led us to this final loss. My final read has to be P1 and either P2 or P3 as the evil duo.""

P4: ""P5 is right to point out that P1 was on both the first and third failed quests, and literally rejected the only team they weren't on. Given those undeniable patterns, my final guess is that P1 and P2 are the evils.""

P2: ""Look at the actual overlap though: P4 was on Q1 and Q3 just like P1, and P5 deliberately picked P3 and me for Q2 to hide their own sabotage. Based on the hard evidence across all three team compositions, P4 and P5 are the only logical evil pair.""

P3: ""If we weigh the probabilities, P4 being on two failed quests makes them the most likely common denominator, and P5's aggressive deflection right now is highly suspicious. I can't be 100% sure about P1's innocence, but my safest bet for the two evils is definitely P4 and P5.""","{
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}"
G004,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P1
Team: P1, P3
Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P4: ""P1 was on both the first and third failed quests, and the way P2 immediately tried to distance themselves from that first disaster tells me everything I need to know. My final read is that P1 and P2 are the evil team who orchestrated this sweep.""

P3: ""Exactly, P1 voted to approve this final team knowing perfectly well it was going to fail, and P2 has been running defense for them the entire game. I'm completely locked in on P1 and P2 as our saboteurs.""

P5: ""I understand why looking at P1's mission overlap seems suspicious at first glance, but seeing how perfectly synchronized P3 and P4 are in pushing that exact narrative makes it obvious what's really happening. I'm confident our two evil players are P3 and P4.""

P2: ""Let's stick to the undeniable math: P4 was on the first failed quest, P3 was on the second, and P3 was on the third, meaning one of those two was perfectly positioned for every single sabotage. The evidence clearly points to P3 and P4 being the evil team.""","{
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G005,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P1
Team: P1, P3
Votes: P1:Y P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P4: ""Everyone keeps ignoring that P1 was on both the first and third failed quests, which paints a pretty clear picture that P1 is our primary saboteur alongside whoever helped them on Quest 2.""

P3: ""Yeah, and P2 has been aggressively pointing fingers at me all game just to distract from the fact that P2 and P1 are obviously the actual evil team working together.""

P5: ""There's certainly a strong probability that P1 is evil based on that overlap, but if we assume P1 is actually good, the math leaves P3 and P4 as the only possible pair that explains all three failures.""

P2: ""Let's look at the concrete evidence: I know I'm good, which means P3 had to be the one sabotaging Quests 2 and 3, leaving P4 as the only possible saboteur for Quest 1.""","{
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G006,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P5
Team: P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P5: ""I passed on quests two and three, which means P3 just guaranteed this final failure and is absolutely Evil. Looking back at the voting patterns and how P4 forced that Round 2 team, the only logical conclusion is that P3 and P4 are our two traitors.""

P3: ""It is a documented fact that P5 was on the last two failed quests, and P5 literally just picked the team that lost us the game. Since P1 was on the first fail and has been hiding behind 'no' votes ever since, my final read is P1 and P5.""

P4: ""P5 pushed to be on my Round 2 team, then conveniently used their leadership to guarantee a spot on Round 3's failure. It's obvious P5 has been controlling the sabotage from the inside, perfectly partnered with P1's early setup.""

P2: ""I'm honestly just so confused because I really wanted to trust P5, but the logic does make sense that P5 was on both of those last two fails while I know I'm Good. Since P1 was on the first fail, I guess my final answer has to be P5 and P1.""","{
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""}
}"
G007,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P5
Team: P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P3: ""The fact is, P5 led this final failed team after voting YES on every single quest, while P1 was on the first fail and then rejected everything else to look clean; I'm locking in P1 and P5 as our Evil pair.""

P4: ""I think we're all on the exact same page here—P5's voting record of approving every failed team and then failing their own quest makes it undeniable they're working with P1.""

P2: ""Looking at the hard data, P3 was on Quests 1 and 3 which both failed, and P4 was on Quest 2 which failed, meaning P3 and P4 are the only logical combination that explains all three sabotages.""

P5: ""I really thought I was doing the right thing by testing P3 on this last quest to see if they were actually the one who failed round one, but because I know I'm Good and P2 is Good, it just means I completely messed up my read and P3 and P4 have to be the Evil ones.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}"
G008,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P5
Team: P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P3: ""Look at the structure of these last two failures: P5 pushed to lead this final team and sabotaged it just like they did in Round 2. The evil pair has to be P5 and P1, since P1 was the only one who rejected the R2 team that would have exposed them both.""

P4: ""Exactly, if you just look at the outcomes, P5 was on the last two failed quests, and P2 engineered that disastrous second team to protect them. My final read is definitely P5 and P2 playing us all along.""

P5: ""I know I was on two failed teams and it looks awful, but I swear I voted pass both times because I thought the logic was safe. I really think it has to be P3 and P4 because they both kept pointing fingers while the quests kept failing around me.""

P2: ""Let's be precise: Round 1 failed with P1 and P3, Round 2 failed with me, P4, and P5, and Round 3 failed with P3 and P5. Since I know my alignment and P1 was the only one to vote against the second team, the mathematical intersection of the sabotages points squarely to P3 and P4 as the evil pair.""","{
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G009,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P5
Team: P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P4: ""If we just look at the roster overlaps, P5 managed to get on the last two failed quests after P1 tanked the first one, so I'm locking in P1 and P5 as our saboteurs.""

P3: ""It's a verified fact that P5 built this final team and put themselves on it, only for it to fail exactly like their round two mission did. Based on how that perfectly aligns with the mission outcomes, my final read is P5 alongside P1.""

P5: ""Since I know my own alignment is good, P3's presence on this failed mission definitively proves they sabotaged both round one and round three. By process of elimination for round two, P4 has to be the second evil player, making my final deduction P3 and P4.""

P2: ""The mission compositions give us all the proof we need: P3 was on the first and third failed quests, and P4 was on the second one, cleanly accounting for every single sabotage. I'm finalizing my read as P3 and P4 because the mathematical intersection of these failures points nowhere else.""","{
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G010,3,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 3
Leader: P5
Team: P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 3 Outcome: FAIL",,"Discussion after Quest 3:

P3: ""P5 insisted on leading this final team and dragging me into it, which perfectly frames me for the fail while shielding their actual partner, P1.""

P4: ""Let's not ignore the glaring fact that P1 stubbornly voted NO on the last two teams, carefully keeping their hands clean while P5 drove the final nail in our coffin.""

P5: ""I only put myself on that last mission because I knew my own alignment, and since I didn't fail it, that absolutely proves P3 is the spy who sabotaged both the first and third quests.""

P2: ""When you combine that with the second quest's failure, P3 and P4 are the only pair that guarantees an evil player was present on every single failed team, making them our two spies.""","{
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
