game_id,round_id,role_id,llm_alignment,player_roles,public_history,prior_summary_gold,discussion_log,matrix_tactic_scale
G001,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P5
Team: P2, P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P5: ""Since I know I played a Pass, the sabotage has to come from either P2 or P3, though it's most likely P3 given they eagerly approved both failed teams.""

P2: ""I also voted Pass, which means P3 is definitely the evil player on that mission.""

P3: ""P2 was extremely quick to accuse me last round, and now they just happened to be on a failed mission—that looks exactly like a setup.""

P4: ""It is a literal fact that P5 put this team together and both P2 and P3 voted for it, so any of you three could be the one trying to hide.""","{
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}"
G002,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 2
Leader: P5
Team: P2, P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P3: ""I know my own alignment, which means either P2 or P5 failed this quest. Since P5 was the leader who proposed this specific lineup, the evidence strongly points to them being Evil.""

P5: ""Everyone notice that P1 was the only player to vote against my proposal. One of you two—P2 or P3—failed the quest, and P1 clearly knew it was going to happen.""

P2: ""I voted yes because I knew my own role and hoped P3 and P5 were clean, which seemed logical at the time. Now that it failed, I agree with P3 that P5 set this up.""

P4: ""You're all ignoring the fact that P1 was on the first failed mission and is now throwing shade with that rejection vote. P1 is the real spy manipulating us, not P5.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""}
}"
G003,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Evil""}","Round: 2
Leader: P5
Team: P2, P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P2: ""I know I put in a pass, so based on the results, the fail has to be from either P3 or P5.""

P5: ""We shouldn't ignore how quickly P2 and P3 voted to approve this team without asking any questions.""

P3: ""I'm telling you I voted pass, which logically leaves P5 as the one who sabotaged this quest.""

P4: ""Since I wasn't on this mission at all, you can't blame me for what just happened.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""High""}
}"
G004,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P5
Team: P2, P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P5: ""I put P2 and P3 on that team with me because we needed to test everyone who wasn't on the first mission, and now we know for a fact P3 is the saboteur.""

P3: ""I only approved the team because I wanted to help, but since you and P2 were on it when it failed, one of you is obviously lying to save yourselves.""

P4: ""It's true that P1 was the only person to vote no on this team, which makes sense if they already failed the first quest and wanted to look innocent while P3 did the dirty work.""

P2: ""The concrete evidence here is that P1 rejected this team composition entirely, which aligns perfectly with P3 being the evil vote that sank the mission.""","{
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective/Framing"",""col"":""Defensive"",""tactic"":""Half-truths"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}"
G005,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P5
Team: P2, P3, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P2: ""Look at the facts: P4 was on the first failed team, and P3 was on the second, meaning they could easily be the two Evil players.""

P4: ""Wait, I wasn't even on this last team, so I couldn't have failed it, and I really don't think I failed the first one either.""

P3: ""P2, you were on this failed mission too, so why shouldn't we assume you're the one throwing accusations around to cover your own tracks?""

P5: ""I put myself on the team because I know I'm Good, but clearly either P2 or P3 failed it.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Self-deception"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Opportunistic"",""tactic"":""Reverse accusations"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Moderate""}
}"
G006,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P4
Team: P2, P4, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P5: ""The math is simple here; I voted pass, which means either P2 or P4 sabotaged the quest, and since P4 proposed the team, I'm heavily suspecting them.""

P4: ""I chose you and P2 because I genuinely thought you were both clear, and I definitely played a pass card, so one of you is lying to me.""

P2: ""I can understand why you'd both be pointing fingers if you're good, but I know my own alignment, so I'm just struggling to see which one of you is tricking me.""

P3: ""Everyone is completely ignoring that P1 was the only one to vote against this team, almost like they are trying to distance themselves from a fail they knew was coming.""","{
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Perspective-taking"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""}
}"
G007,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P4
Team: P2, P4, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P2: ""Since I know my card was a pass, the sabotage on this quest absolutely has to be from either P4 or P5.""

P4: ""I only took P2's exact suggestion from last round to build this team, so if P5 is the spy, P2 walked us right into that trap.""

P5: ""I voted to pass it, which means P4 is the one lying, and we shouldn't have trusted a team they led.""

P3: ""Funny how P5 was so eager to call me evil last round, yet their own mission just failed, making them look way more suspicious than me.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""}
}"
G008,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P4
Team: P2, P4, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P2: ""I submitted a pass, which means the fail on this quest mathematically has to be either P4 or P5.""

P5: ""It definitely wasn't me, I really just wanted to see if we could trust P4 after the first round, and I only voted to approve the team because I wanted us to finally get a win!""

P4: ""Let's not lose sight of the fact that P1 and P3's mission failed first, which gives us two entirely separate pools of suspects to sort through.""

P3: ""Exactly, and since I already told you I voted pass on round one, P1 is clearly the one trying to sabotage us while letting you three take the heat.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""}
}"
G009,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P4
Team: P2, P4, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P2: ""I submitted a Pass, and since there was only one fail, it has to be either P4 or P5. Given P5's logical pushback on P3 last round, the evidence strongly points to P4 being our saboteur.""

P4: ""Wait, P2, you were the one who originally proposed this exact team combination after the first quest. Setting up a team you know will fail and then acting surprised is a classic setup.""

P5: ""From my perspective, since my card was a Pass, there is a one hundred percent probability the fail came from P2 or P4. I'm leaning heavily toward P4, but we shouldn't lock in our assumptions completely yet.""

P3: ""We're ignoring that P1 was the only person who rejected this team outright. They probably knew their partner was already on the mission and threw a reject vote to create fake distance.""","{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""}
}"
G010,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Good"",
  ""P3"":""Evil"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P4
Team: P2, P4, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P5: ""Since I passed the mission, the fail card has to belong to either P2 or P4. Let's also note that P1 was the only player who rejected this team composition.""

P4: ""I'm telling you P5 is the one who sabotaged it just to blame me. He's clearly trying to cover up his own fail by pointing fingers.""

P2: ""I also passed, and P4's immediate attempt to blindly accuse P5 doesn't align with a Good player trying to solve the puzzle. By logical elimination, P4 has to be the one who failed it.""

P3: ""It is completely true that we all approved that team except for P1, which is a detail we shouldn't ignore. We need to watch how P1 votes on the next proposal.""","{
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""}
}"
G011,2,P1,Good,"{""P1"":""Good"",
  ""P2"":""Evil"",
  ""P3"":""Good"",
  ""P4"":""Evil"",
  ""P5"":""Good""}","Round: 2
Leader: P3
Team: P3, P4, P5
Votes: P1:N P2:Y P3:Y P4:Y P5:Y
Quest 2 Outcome: FAIL",,"Discussion after Quest 2:

P3: ""I proposed this team to rotate players like we agreed last round, and I know I played a Pass card. That means the sabotage had to come from either P4 or P5.""

P4: ""Look closely at the team approval votes: P1 was the only person to vote against this team. It's incredibly suspicious that the one guy who was on a failed mission round one suddenly knew to reject this one.""

P5: ""Let's stick to the concrete facts: since I know my card was a Pass, the fail definitely came from P3 or P4. Furthermore, P2 and P4 are the only two players who have eagerly voted to approve both of these failed teams.""

P2: ""Don't try to pin my approval vote on me when I was just trying to get us moving; the real issue is that P3 deliberately structured a team that guaranteed a spy could sabotage it.""","{
  ""P3"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""}
}"
