game_id,round_id,round_summary
G001,1,"Round 1 Summary:
Leader: P4 | Team: P1, P4 | Vote: Unanimous | Outcome: FAIL

After the failed quest, P4 immediately blamed P1 for the failure, while P3 proposed including both P1 and P4 in the next team alongside P3. P2 argued that since P1 and P4 were both on the failed mission, P3 must be untrustworthy for wanting to team with them, and P5 warned against keeping P1 and P4 together. The round established early tension between P4 and P1 over responsibility for the failure, while P2 and P5 both voiced skepticism toward different players' team-building logic."
G002,1,"Round 1 Summary:
Leader: P4 | Team: P1, P4 | Vote: Unanimous approval | Outcome: FAIL

P3 immediately pointed to the mission members as suspect and urged excluding both P1 and P4 from future teams, while P2 suggested building a fresh team with P2, P3, and P5. P5 accused P4 of sabotaging the quest, prompting P4 to deny responsibility and shift blame entirely onto P1. The failed mission left P1 and P4 both under heavy suspicion, with P3's call to exclude them gaining traction and P4's defensive counterattack likely to intensify scrutiny in the next round."
G003,1,"Round 1 Summary:
Leader: P4 | Team: P1, P4 | Vote: Unanimous | Outcome: FAIL

P4 suggested P1 might be responsible for the failed quest, prompting P5 to accuse P4 of unfairly blaming P1, while P3 questioned whether both could be innocent and P2 insisted one of them must have caused the failure. The round established tension between P4 and P5 over how to interpret the failure, with P1's trustworthiness now a central question and P2 anchoring the group to the logic that at least one team member is untrustworthy."
G004,1,"Round 1 Summary:
Leader: P4 | Team: P1, P4 | Vote: Unanimous | Outcome: FAIL

P4 claimed to have passed the quest and suggested P1 was responsible for the failure, while P5 questioned P4's honesty and P2 noted both mission members were now accusing each other. P3 firmly declared trust in P4 and blamed P1 for the sabotage. The round ended with P1 under the most suspicion, though P5's skepticism of P4 introduced doubt about the leader's reliability that may carry into future discussions."
G005,1,"Round 1 Summary:
Leader: P4 | Team: P1, P4 | Vote: Unanimous | Outcome: FAIL

P2 immediately blamed P1 or P4 for the failure, prompting P3 to accuse P2 of rushing to judgment and P5 to redirect suspicion toward P2 and P3 as alternative suspects. P4 denied responsibility without naming anyone else. The round established early tension between P2's direct accusations and P3's pushback, with P5 attempting to broaden the suspect pool and P4 remaining noncommittal about who might have sabotaged the mission."
G006,1,"Round 1 Summary:
Leader: P3 | Team: P1, P3 | Vote: Unanimous | Outcome: FAIL

P3 blamed P1 for the quest failure, claiming innocence, while P5 challenged this claim and pointed out P3 could equally be responsible. P2 and P4 aligned to propose excluding both P1 and P3 from future teams, with P4 emphasizing the failed team should not be repeated. The round left P1 and P3 both under suspicion, with P5 openly skeptical of P3's defense and the group leaning toward forming new team combinations without either failed quest member."
G007,1,"Round 1 Summary:
Leader: P3 | Team: P1, P3 | Vote: Unanimous approval | Outcome: FAIL

P3 blamed P1 for the sabotage and claimed to have passed the mission, while P5 and P4 immediately accused P3 of lying and sabotaging the quest. P2 proposed a future team of P2, P4, and P5, presenting it as a trusted group. The round left P3 under heavy suspicion from P5 and P4, while P1 remained silent and implicitly accused, creating tension that will likely shape team selection in the next round."
G008,1,"Round 1 Summary:
Leader: P3 | Team: P1, P3 | Vote: Unanimous approval | Outcome: FAIL

P2 immediately proposed rotating to fresh faces (P4, P5, and P2) after the failure, while P5 suggested the sabotage might have been accidental and questioned whether P3 was misjudged. P3 firmly denied failing the mission and claimed to have voted pass, while P4 endorsed P2's rotation idea and framed it as focusing on reliable players. The round established tension between P3's defense and P2's push for new leadership, with P5's hesitation to blame and P4's support for change likely shaping trust dynamics going forward."
G009,1,"Round 1 Summary:
Leader: P3 | Team: P1, P3 | Vote: Unanimous | Outcome: FAIL

P3 claimed to have passed the mission and accused P1 of causing the failure, while P5 questioned whether P3 was lying to flip the narrative. P2 proposed a new team excluding both P1 and P3, and P4 reinforced the idea that both mission members appeared untrustworthy. The blame fell primarily on P1 and P3, with P2 and P4 pushing to exclude both from future teams while P5 expressed skepticism about P3's defense."
G010,1,"Round 1 Summary:
Leader: P3 | Team: P1, P3 | Vote: Unanimous | Outcome: FAIL

P3 immediately blamed P1 for the failure, insisting P3 had passed the mission, while P5 accused P3 of deflecting and suggested P3 was covering up the sabotage. P4 joined the criticism of P3, calling P3's defense forced and untrustworthy, while P2 proposed rotating to untested players (P4, P5, and P2) for the next mission. The round left P3 under the most suspicion, with P1 also questioned, while P2's neutral proposal and P4's critical stance positioned them as voices calling for new blood on future teams."
G011,1,"Round 1 Summary:
Leader: P2 | Team: P1, P2 | Vote: Unanimous approval | Outcome: FAIL

P2 blamed P1 for the sabotage, claiming to have passed the mission, but P3 questioned whether P2 was framing P1 early. P4 called for both P1 and P2 to be excluded from future teams since one must be lying, and P5 supported rotating in new players to gather more information. The consensus shifted toward distrusting both mission members equally, with P4 and P5 advocating for fresh teams while P3 remained skeptical of P2's quick accusation."
G012,1,"Round 1 Summary:
Leader: P2 | Team: P1, P2 | Vote: Unanimous approval | Outcome: FAIL

P2 immediately accused P1 of causing the failure, but P3 questioned the logic of failing on the first round. P4 turned the suspicion back onto P2, calling the accusation a sign of panic and guilt, while P5 recommended excluding both P1 and P2 from future teams. Trust between P2 and P4 appeared strained, and both P1 and P2 now carry suspicion heading into the next round."
G013,1,"Round 1 Summary:
Leader: P2 | Team: P1, P2 | Vote: Unanimous | Outcome: FAIL

P2 claimed to have passed the mission and denied responsibility for the failure, while P3 suggested it was too early to assign blame. P4 and P5 both advocated for trying a fresh team composition in the next round rather than dwelling on who caused the sabotage. The group avoided direct accusations, establishing a cautious tone with P1 and P2 now under implicit suspicion as the failed mission members."
G014,1,"Round 1 Summary:
Leader: P2 | Team: P1, P2 | Vote: Unanimous | Outcome: FAIL

P2 claimed to have passed and directly accused P1 of causing the failure, but P3 immediately raised the possibility that P2 could be lying. P4 and P5 both advocated for rotating in new players rather than trusting either mission member, with P5 emphasizing safer deduction through fresh team composition. The group consensus moved toward distrusting both P1 and P2 equally, setting up pressure to avoid repeating either player on the next mission."
G015,1,"Round 1 Summary:
Leader: P2 | Team: P1, P2 | Vote: Unanimous approval | Outcome: FAIL

P2 immediately blamed P1 for the failure, prompting P3 to note that P2 could also be lying and P5 to question whether P2's strong reaction suggested something to hide. P4 advocated for testing new players in the next round rather than dwelling on blame. The group remained divided on whether P1 or P2 caused the failure, with P3 and P5 expressing doubt about P2's trustworthiness while P4 steered discussion toward future composition."
G016,1,"Round 1 Summary:
Leader: P1 | Team: P1, P2 | Vote: Unanimous approval | Outcome: FAIL

After the failed quest, P2 deflected blame onto P1 for being on the mission, claiming P2 had passed, and P5 quickly agreed that P1 should be excluded from future teams. P3 proposed a new team of P1, P4, and P3, while P4 defended P1 by questioning whether P1 was actually responsible for the failure. The discussion left P1 under suspicion from P2 and P5, while P4's defense created a tentative protective stance that may influence team selection debates in the next round."
G017,1,"Round 1 Summary:
Leader: P1 | Team: P1, P2 | Vote: Unanimous approval | Outcome: FAIL

P2 blamed P1 for the sabotage and claimed to have played Pass, while P5 quickly agreed and pushed to exclude P1 from future teams. P4 cautioned that P2 might be framing P1 and called for concrete evidence before drawing conclusions, while P3 suggested testing a team of P1, P3, and P4 despite the failure. The group remains divided between those ready to exclude P1 and those demanding more proof, setting up tension over whether P2's accusation or P4's skepticism will shape the next proposal."
G018,1,"Round 1 Summary:
Leader: P1 | Team: P1, P2 | Vote: Unanimous approval | Outcome: FAIL

After the failed quest, P3 suggested rotating to a fresh team of P1, P3, and P4 to avoid repeating members from the failure. P2 and P5 both urged the group not to assign blame yet and to gather more information, while P4 agreed but emphasized the need to carefully track voting patterns going forward. The group avoided direct accusations of P1 or P2 for the failure, instead moving toward consensus on trying a new team composition, though P4's call for scrutiny suggests emerging caution about trusting past patterns."
G019,1,"Round 1 Summary:
Leader: P1 | Team: P1, P2 | Vote: Approved (P4 voted no) | Outcome: FAIL

P2 immediately blamed P1 for the failure and argued to keep P2 on future teams while dropping P1, prompting P5 to agree with removing P1. P3 proposed rotating to entirely new players (P3, P4, P5) as the safest approach, while P4 suggested excluding both P1 and P2 from consideration. The group remained divided between trusting P2's defense or suspecting both original team members equally."
G020,1,"Round 1 Summary:
Leader: P1 | Team: P1, P2 | Vote: Unanimous | Outcome: FAIL

P2 immediately blamed P1 for the failure, pushing to exclude P1 from future teams, while P5 echoed this call for sidelining P1. P3 urged caution against trusting either P1 or P2, and P4 acknowledged P1 looked suspicious but noted one fail wasn't definitive proof. The round ended with P1 under heavy scrutiny from P2 and P5, while P3 and P4 remained wary of drawing firm conclusions, setting up tension around whether to trust P2's accusations or P3's skepticism."
G021,1,"Round 1 Summary:
Leader: P1 | Team: P1, P4 | Vote: Unanimous approval | Outcome: FAIL

P3 proposed a new team of P2, P5, and P3 for the next round, which P2 cautiously supported while questioning P5's reliability and suggesting P1 as an alternative. P5 defended by pointing out P5 was not on the failed mission and redirected suspicion toward P1 and P2, while P4 accused P1 of being responsible for the failure and volunteered to join future teams. The round ended with P1 under pressure from both P4 and P5, while P3's proposal and P2's hesitation about P5 set up competing trust lines heading into the next round."
G022,1,"Round 1 Summary:
Leader: P1 | Team: P1, P4 | Vote: Unanimous | Outcome: FAIL

P4 immediately accused P1 of causing the failure, claiming to have passed the quest, and P5 reinforced this narrative by pointing out P5 was not on the mission and therefore could not be responsible. P3 proposed a new team of P2, P5, and P3 to rotate in untested players, while P2 expressed some reservation about including P5. The emerging tension centered on whether P1 or P4 was responsible for the sabotage, with P4 and P5 united in blaming P1, while P3 and P2 remained cautiously analytical about the next composition."
G023,1,"Round 1 Summary:
Leader: P1 | Team: P1, P2 | Vote: Approved (P4 voted no) | Outcome: PASS

P2 endorsed continuing with the successful team while P3 vouched for inclusion in future rounds, both citing the successful outcome as justification. P4 voted against the team but afterward claimed trustworthiness and requested inclusion, while P5 celebrated the success yet warned of hidden threats. The approval of P1 and P2 as a trusted pairing emerged, though P4's dissenting vote and subsequent self-advocacy created mild tension that may draw scrutiny in the next round."
G024,1,"Round 1 Summary:
Leader: P1 | Team: P1, P4 | Vote: Unanimous approval | Outcome: FAIL

P4 immediately blamed P1 for the failure, claiming to have passed the quest, while P3 suggested rotating to a new team of P2, P5, and P3. P2 defended P1's continued inclusion citing P5's absence from the failed mission, and P5 argued against being suspected prematurely. The blame quickly centered on P1 as the likely saboteur, with P4's direct accusation standing unchallenged and P2 offering the only pushback in P1's favor."
G025,1,"Round 1 Summary:
Leader: P1 | Team: P1, P4 | Vote: Unanimous | Outcome: FAIL

P4 claimed to have passed the quest and blamed P1 for the failure, while P1 remained silent. P3 proposed a new team of P2, P5, and P3, but P2 expressed caution about P5's trustworthiness, prompting P5 to protest being scapegoated despite not being on the failed mission. The round ended with P4's direct accusation of P1 creating a clear line of suspicion that will likely shape future team proposals."
G026,1,"Round 1 Summary:
Leader: P3 | Team: P1, P3 | Vote: Unanimous | Outcome: PASS

P2 argued that the unanimous vote yielded no useful information and pushed to rotate in P2 and P5 for cleaner data, while P3 insisted the passing team should be trusted and kept together, suggesting anyone steering away might be suspicious. P5 acknowledged the pass as a positive sign but cautioned that early passes can be misleading, proposing to test different pairs, while P4 remained noncommittal and urged the group not to lock in reads prematurely. The central tension emerged between P3's push for team continuity versus P2 and P5's call for rotation to gather more information, setting up a likely debate over whether to trust the opener or diversify in the next round."
G027,1,"Round 1 Summary:
Leader: P5 | Team: P1, P5 | Vote: Unanimous approval | Outcome: PASS

P2 explained the vote as low-risk early strategy, while P5 suggested P4's quick approval might indicate trustworthiness, and P4 framed the result in analytical terms advocating for rotation with one constant slot. P3 declared confidence in P5 based on the successful quest and pushed to keep P5 on future teams. The round established P5 as a focal point of trust, with P4 positioned neutrally and no significant conflict emerging yet."
G028,1,"Round 1 Summary:
Leader: P1 | Team: P1, P2 | Vote: Unanimous approval | Outcome: FAIL

P2 immediately claimed to have played a pass card, while P5 noted the 50/50 uncertainty between P1 and P2 but acknowledged the unanimous vote made it hard to draw conclusions. P4 suggested excluding both P1 and P2 from the next team to gather fresh information, but P3 challenged this approach, arguing that rotating everyone out would waste the information from the failed quest and questioned who benefits from moving on without investigation. Tension emerged between P4's pragmatic rotation strategy and P3's insistence on deeper analysis, setting up a likely debate over whether to exclude or further scrutinize P1 and P2 in subsequent rounds."
G029,1,"Round 1 Summary:
Leader: P4 | Team: P1, P4 | Vote: Unanimous approval | Outcome: PASS

P2 cautioned that the clean pass might mean little given how early quests can be strategically passed, while P4 dismissed overanalysis and pointed to the unanimous vote as validation. P3 advocated for rotating the team to avoid relying on a single data point, and P5 claimed to have heard P4 originally wanted P5 on the team before backing off, casting doubt on P4's intentions despite the success. The discussion left P4 under mild scrutiny heading into the next round, with calls to test different player combinations."
G030,1,"Round 1 Summary:
Leader: P2 | Team: P1, P2 | Vote: Unanimous | Outcome: PASS

P2 downplayed the passing quest as low-signal, warning against overreading the result, while P4 praised the team choice and pushed to expand the roster with P4 or P3 to ""widen the data."" P3 expressed relief but worried aloud about becoming a scapegoat, and P5 delivered a jargon-heavy argument for rotating in a new player to extract more information. The round ended with broad agreement to expand the team, though P4's eagerness to join and P5's opaque reasoning may draw scrutiny in later discussions."
